CustomerID,Recency,Frequency,Monetary,AverageSpend,ProductDiversity,TotalOrders,AverageBasketSize,AverageQuantityPerOrder,LD1,High_Value_Customer,Future_Spend
12453,-0.7717605395339867,-0.4242629202453546,-0.14584333624239385,0.6061499730504021,-0.11023633669135223,-0.4242629202453546,1.1684753088228141,0.8903812151162338,0.3826609853432903,0,0.0
17732,2.3315942875605837,-0.4242629202453546,-0.2143608318564222,-0.1310406900580025,-0.46481409167628596,-0.4242629202453546,-0.14732655417814702,-0.4246226772057487,-1.4024159582839038,0,0.0
17556,0.15403018619590605,-0.4242629202453546,-0.23918805596919537,-0.3981607539601772,-0.6350114140690541,-0.4242629202453546,-0.7789114484186084,-0.3969383847358123,-0.7319282229641981,0,0.0
15804,-1.1107824954350742,0.08666561850139992,0.08698221407018882,0.2626034336869304,0.7407502752724887,0.08666561850139992,0.5105743773223336,0.2060601106249916,0.9941163989291462,1,2129.48
13092,0.2322660221730801,0.08666561850139992,-0.19128257834760903,-0.4858703867725826,-0.507363422274478,0.08666561850139992,-0.8183855043086372,-0.6642648338986363,-0.4604769413026094,0,38.08
16303,-1.0195073534617045,-0.25395340732976973,0.42002089053387076,3.0037294745260206,0.8683982670670648,-0.25395340732976973,2.3000649110036404,2.757340688557575,2.40054578713895,1,1324.3
18246,0.5191307540893849,-0.4242629202453546,-0.22644045681496802,-0.26100730155610313,-0.6917438548666435,-0.4242629202453546,-0.9894397464987621,-0.5042150180568161,-1.2569445369072667,0,363.2
15670,1.3406070318497123,-0.4242629202453546,-0.23661304094004149,-0.37045575657455426,-0.54991275287267,-0.4242629202453546,-0.4631190012983777,-0.43154375032323283,-1.2827827210449911,0,0.0
12686,2.3185549815643878,-0.4242629202453546,-0.250875054873791,-0.5239030391242324,-0.6208283038696568,-0.4242629202453546,-0.7262793738985699,-0.3761751653833599,-1.6343971181753119,0,0.0
14142,2.3446335935567792,-0.4242629202453546,-0.21302828282483366,-0.11670358250003,-0.4080816508786965,-0.4242629202453546,0.06320174390200677,0.33669536571750436,-1.3290837753003595,0,0.0
13310,0.16706949219210174,-0.25395340732976973,-0.1270516754091755,0.0607089799663866,-0.010954565295570795,-0.25395340732976973,0.27373004198216055,-0.06299660681720351,-0.26330958444492986,0,314.38
12866,1.1710960538991686,-0.4242629202453546,-0.1709934995337408,0.3355553550206575,-0.35134921008110714,-0.4242629202453546,0.27373004198216055,-0.15470082562386808,-0.6853588502343931,0,0.0
